INFO 2025-09-17 13:43:10,906 logging_utility Unauthenticated request: POST /api/token/
INFO 2025-09-19 15:16:43,669 logging_utility Response: 200 for GET /api/user/me/ by user (Duration: 0.01s)
INFO 2025-09-19 15:16:53,525 logging_utility Unauthenticated request: POST /api/token/
INFO 2025-09-19 15:16:53,835 logging_utility Response: 200 for POST /api/token/ by Anonymous (Duration: 0.31s)
INFO 2025-09-19 15:16:53,868 logging_utility Unauthenticated request: GET /api/notes/
INFO 2025-09-19 15:16:53,868 logging_utility Unauthenticated request: GET /api/user/me/
INFO 2025-09-19 15:16:53,868 logging_utility Unauthenticated request: GET /api/notes/
INFO 2025-09-19 15:16:53,868 logging_utility Unauthenticated request: GET /api/user/me/
INFO 2025-09-19 15:16:53,868 logging_utility Entering function: NoteListCreate.get_queryset (User: 1)
INFO 2025-09-19 15:16:53,868 logging_utility Retrieved 6 notes for user user
INFO 2025-09-19 15:16:53,868 logging_utility Function NoteListCreate.get_queryset completed successfully
INFO 2025-09-19 15:16:53,868 logging_utility Entering function: CurrentUserView.get (User: 1)
INFO 2025-09-19 15:16:53,868 logging_utility Entering function: NoteListCreate.get_queryset (User: 1)
INFO 2025-09-19 15:16:53,876 logging_utility Entering function: CurrentUserView.get (User: 1)
INFO 2025-09-19 15:16:53,876 logging_utility Function CurrentUserView.get completed successfully
INFO 2025-09-19 15:16:53,876 logging_utility Response: 200 for GET /api/user/me/ by user (Duration: 0.01s)
INFO 2025-09-19 15:16:53,876 logging_utility Function CurrentUserView.get completed successfully
INFO 2025-09-19 15:16:53,876 logging_utility Retrieved 6 notes for user user
INFO 2025-09-19 15:16:53,876 logging_utility Response: 200 for GET /api/user/me/ by user (Duration: 0.01s)
INFO 2025-09-19 15:16:53,876 logging_utility Response: 200 for GET /api/notes/ by user (Duration: 0.01s)
INFO 2025-09-19 15:16:53,876 logging_utility Function NoteListCreate.get_queryset completed successfully
INFO 2025-09-19 15:16:53,876 logging_utility Response: 200 for GET /api/notes/ by user (Duration: 0.01s)
INFO 2025-09-19 15:18:14,573 logging_utility Unauthenticated request: POST /api/token/
INFO 2025-09-19 15:18:14,878 logging_utility Response: 200 for POST /api/token/ by Anonymous (Duration: 0.31s)
INFO 2025-09-19 15:18:14,910 logging_utility Unauthenticated request: GET /api/notes/
INFO 2025-09-19 15:18:14,910 logging_utility Unauthenticated request: GET /api/user/me/
INFO 2025-09-19 15:18:14,914 logging_utility Entering function: NoteListCreate.get_queryset (User: 1)
INFO 2025-09-19 15:18:14,914 logging_utility Entering function: CurrentUserView.get (User: 1)
INFO 2025-09-19 15:18:14,914 logging_utility Retrieved 6 notes for user user
INFO 2025-09-19 15:18:14,914 logging_utility Function CurrentUserView.get completed successfully
INFO 2025-09-19 15:18:14,914 logging_utility Function NoteListCreate.get_queryset completed successfully
INFO 2025-09-19 15:18:14,914 logging_utility Response: 200 for GET /api/user/me/ by user (Duration: 0.00s)
INFO 2025-09-19 15:18:14,916 logging_utility Response: 200 for GET /api/notes/ by user (Duration: 0.01s)
INFO 2025-09-19 15:18:14,922 logging_utility Unauthenticated request: GET /api/user/me/
INFO 2025-09-19 15:18:14,922 logging_utility Unauthenticated request: GET /api/notes/
INFO 2025-09-19 15:18:14,924 logging_utility Entering function: CurrentUserView.get (User: 1)
INFO 2025-09-19 15:18:14,924 logging_utility Entering function: NoteListCreate.get_queryset (User: 1)
INFO 2025-09-19 15:18:14,924 logging_utility Function CurrentUserView.get completed successfully
INFO 2025-09-19 15:18:14,924 logging_utility Response: 200 for GET /api/user/me/ by user (Duration: 0.00s)
INFO 2025-09-19 15:18:14,924 logging_utility Retrieved 6 notes for user user
INFO 2025-09-19 15:18:14,924 logging_utility Function NoteListCreate.get_queryset completed successfully
INFO 2025-09-19 15:18:14,924 logging_utility Response: 200 for GET /api/notes/ by user (Duration: 0.00s)
